,Time,Ax,Ay,Az,Gx,Gy,Gz,Label
133,41946,0.02,0.03,-0.98,2.8,0.24,-0.3,1.0
134,42023,0.04,0.01,-0.99,2.74,0.24,-0.24,1.0
135,42128,0.03,0.03,-0.98,2.74,0.24,-0.37,1.0
136,42205,0.02,0.02,-0.98,2.68,0.12,-0.43,1.0
137,42311,0.02,0.02,-0.97,2.8,0.12,-0.43,1.0
138,42416,0.03,0.02,-0.99,2.68,0.12,-0.3,1.0
139,42487,0.02,0.02,-1.0,2.8,0.3,-0.24,1.0
140,42594,0.02,0.03,-0.99,2.8,0.18,-0.37,1.0
141,42674,0.02,0.02,-1.0,2.56,0.18,-0.43,1.0
142,42793,0.03,0.03,-0.98,2.74,0.18,-0.37,1.0
143,42873,0.03,0.02,-0.97,2.68,0.12,-0.3,1.0
144,42982,0.02,0.02,-0.99,2.74,0.24,-0.37,1.0
145,43091,0.02,0.02,-0.99,2.74,0.18,-0.37,1.0
146,43172,0.03,0.02,-0.99,2.68,0.18,-0.24,1.0
147,43268,0.03,0.02,-0.98,2.74,0.3,-0.24,1.0
148,43349,0.03,0.02,-0.99,2.74,0.24,-0.3,1.0
149,43457,0.02,0.02,-0.98,2.8,0.24,-0.24,1.0
150,43566,0.02,0.02,-0.99,2.68,0.18,-0.3,1.0
151,43647,0.03,0.02,-1.0,2.74,0.24,-0.37,1.0
152,43756,0.02,0.02,-0.99,2.68,0.18,-0.37,1.0
153,43836,0.01,0.02,-0.98,2.74,0.24,-0.3,1.0
154,43945,0.03,0.02,-0.99,2.74,0.24,-0.24,1.0
155,44053,0.04,0.02,-0.98,2.74,0.24,-0.3,1.0
156,44134,0.03,0.02,-0.97,2.74,0.24,-0.3,1.0
157,44309,0.03,0.02,-1.0,2.8,0.18,-0.37,1.0
158,44399,0.02,0.02,-0.99,2.74,0.24,-0.3,1.0
159,44507,0.03,0.01,-0.98,2.68,0.12,-0.37,1.0
160,44612,0.03,0.02,-0.99,2.8,0.24,-0.3,1.0
161,44689,0.03,0.02,-1.0,2.74,0.3,-0.3,1.0
162,44794,0.02,0.02,-0.99,2.68,0.12,-0.18,1.0
163,44863,0.02,0.02,-0.99,2.87,0.12,-0.24,1.0
164,44968,0.03,0.01,-0.98,2.68,0.24,-0.43,1.0
165,45045,0.02,0.01,-0.99,2.74,0.12,-0.37,1.0
166,45150,0.03,0.02,-0.99,2.8,0.37,-0.3,1.0
167,45255,0.03,0.02,-0.98,2.74,0.12,-0.37,1.0
168,45332,0.02,0.02,-1.0,2.74,0.24,-0.43,1.0
169,45437,0.03,0.02,-0.98,2.68,0.18,-0.24,1.0
170,45506,0.03,0.03,-0.98,2.68,0.12,-0.43,1.0
171,45611,0.03,0.02,-0.99,2.68,0.06,-0.43,1.0
172,45716,0.02,0.02,-0.98,2.74,0.12,-0.37,1.0
173,45793,0.02,0.02,-0.97,2.74,0.12,-0.3,1.0
174,45898,0.03,0.02,-1.0,2.68,0.18,-0.43,1.0
175,45975,0.02,0.02,-0.99,2.68,0.12,-0.3,1.0
176,46080,0.03,0.02,-0.98,2.68,0.18,-0.3,1.0
177,46186,0.02,0.02,-0.98,2.87,0.18,-0.49,1.0
178,46254,0.02,0.02,-0.98,2.74,0.18,-0.3,1.0
179,46359,0.02,0.02,-0.97,2.68,0.3,-0.24,1.0
180,46437,0.02,0.02,-0.99,2.68,0.24,-0.3,1.0
181,46541,0.03,0.02,-0.99,2.74,0.18,-0.37,1.0
182,46645,0.03,0.01,-0.98,2.8,0.18,-0.37,1.0
183,46722,0.03,0.02,-0.98,2.74,0.24,-0.37,1.0
184,46827,0.03,0.03,-0.99,2.74,0.18,-0.37,1.0
185,46904,0.02,0.02,-0.98,2.74,0.24,-0.37,1.0
186,47001,0.02,0.02,-0.98,2.68,0.12,-0.37,1.0
187,47078,0.02,0.03,-0.99,2.68,0.18,-0.43,1.0
188,47183,0.03,0.02,-1.0,2.8,0.18,-0.43,1.0
189,47288,0.02,0.02,-0.98,2.74,0.06,-0.3,1.0
190,47365,0.03,0.02,-0.98,2.74,0.12,-0.43,1.0
191,47470,0.02,0.03,-1.0,2.8,0.18,-0.24,1.0
192,47547,0.02,0.02,-0.99,2.8,0.18,-0.3,1.0
193,47647,0.02,0.02,-0.99,2.8,0.12,-0.37,1.0
194,47737,0.02,0.02,-0.99,2.68,0.24,-0.43,1.0
195,47814,0.02,0.02,-0.98,2.68,0.18,-0.43,1.0
196,47919,0.03,0.01,-0.98,2.8,0.18,-0.43,1.0
197,47996,0.02,0.01,-1.0,2.74,0.18,-0.37,1.0
198,48103,0.02,0.02,-0.97,2.68,0.18,-0.43,1.0
199,48209,0.03,0.02,-0.99,2.68,0.18,-0.37,1.0
200,48290,0.02,0.02,-0.99,2.8,0.12,-0.3,1.0
201,48389,0.03,0.02,-0.98,2.74,0.18,-0.24,1.0
202,48470,0.07,-0.02,-0.96,2.74,0.18,-0.43,1.0
203,48627,0.05,0.1,-1.05,-3.54,-7.5,11.16,1.0
204,48736,0.02,0.01,-0.98,1.83,-0.73,-0.3,1.0
205,48817,0.02,0.01,-0.98,2.87,0.3,-0.43,1.0
206,48926,0.03,0.01,-0.97,2.8,0.18,-0.43,1.0
207,49006,0.03,0.01,-0.99,2.68,0.37,-0.3,1.0
208,49115,0.02,0.01,-0.99,2.68,0.12,-0.37,1.0
209,49222,0.03,0.01,-0.97,2.68,0.3,-0.43,1.0
210,49303,0.03,0.01,-0.97,2.8,0.12,-0.37,1.0
211,49478,0.02,0.01,-0.99,2.8,0.24,-0.37,1.0
212,49568,0.02,0.01,-0.98,2.74,0.3,-0.43,1.0
213,49675,0.02,0.01,-0.99,2.74,0.24,-0.37,1.0
214,49780,0.03,0.01,-0.98,2.74,0.3,-0.37,1.0
215,49857,0.03,0.02,-0.99,2.68,0.24,-0.24,1.0
216,49962,0.02,0.01,-0.98,2.68,0.18,-0.37,1.0
217,50030,0.02,0.02,-0.98,2.8,0.18,-0.3,1.0
218,50135,0.02,0.01,-0.99,2.74,0.12,-0.43,1.0
219,50212,0.02,0.01,-0.99,2.8,0.18,-0.43,1.0
220,50317,0.02,0.02,-0.98,2.8,0.18,-0.3,1.0
221,50422,0.03,0.01,-0.99,2.74,0.18,-0.37,1.0
222,50499,0.02,0.02,-0.98,2.68,0.0,-0.43,1.0
223,50604,0.02,0.01,-0.97,2.68,0.24,-0.49,1.0
224,50672,0.02,0.01,-0.98,2.68,0.24,-0.37,1.0
225,50777,0.02,0.01,-0.99,2.68,0.3,-0.3,1.0
226,50882,0.03,0.01,-0.99,2.68,0.3,-0.37,1.0
227,50959,0.03,0.01,-0.99,2.87,0.24,-0.49,1.0
228,51064,0.02,0.01,-0.98,2.8,0.18,-0.43,1.0
229,51141,0.03,0.02,-0.98,2.74,0.18,-0.43,1.0
230,51246,0.02,0.02,-1.0,2.68,0.12,-0.37,1.0
231,51351,0.01,0.02,-0.98,2.74,0.12,-0.43,1.0
232,51419,0.03,0.01,-0.99,2.68,0.18,-0.24,1.0
233,51524,0.02,0.01,-0.98,2.74,0.24,-0.37,1.0
234,51602,0.01,0.01,-0.99,2.68,0.06,-0.43,1.0
235,51707,0.01,0.01,-1.0,2.68,0.18,-0.3,1.0
236,51810,0.02,0.01,-0.98,2.68,0.24,-0.55,1.0
237,51887,0.02,0.01,-1.0,2.74,0.3,-0.3,1.0
238,51992,0.02,0.02,-0.98,2.68,0.12,-0.37,1.0
239,52069,0.02,0.01,-0.97,2.68,0.12,-0.3,1.0
240,52165,0.02,0.01,-0.99,2.74,0.18,-0.24,1.0
241,52243,0.02,0.01,-0.98,2.8,0.24,-0.3,1.0
242,52348,0.02,0.01,-1.0,2.68,0.18,-0.3,1.0
243,52453,0.02,0.01,-1.0,2.74,0.24,-0.3,1.0
244,52530,0.02,0.01,-1.0,2.68,0.18,-0.43,1.0
245,52635,0.02,0.02,-0.98,2.8,0.18,-0.24,1.0
246,52711,0.02,0.02,-0.99,2.68,0.06,-0.24,1.0
247,52816,0.02,0.01,-0.99,2.8,0.18,-0.43,1.0
248,52909,0.03,0.01,-0.99,2.68,0.3,-0.43,1.0
249,52986,0.03,0.01,-0.98,2.8,0.24,-0.43,1.0
250,53092,0.03,0.01,-0.99,2.8,0.12,-0.43,1.0
251,53168,0.02,0.02,-1.0,2.74,0.24,-0.3,1.0
252,53276,0.02,-0.0,-0.96,2.74,0.24,-0.43,1.0
253,53382,0.02,0.01,-0.99,2.8,0.24,-0.43,1.0
254,53463,0.03,0.0,-0.98,2.8,0.06,-0.37,1.0
255,53562,0.02,0.02,-0.98,2.87,0.24,-0.37,1.0
256,53643,0.02,0.02,-0.99,2.74,0.24,-0.37,1.0
257,53752,0.03,0.02,-0.98,2.68,0.24,-0.43,1.0
258,53860,0.03,0.02,-0.98,2.8,0.3,-0.43,1.0
259,53941,0.03,0.01,-0.98,2.8,0.24,-0.3,1.0
260,54050,0.02,0.01,-0.98,2.74,0.24,-0.37,1.0
261,54130,0.02,0.01,-0.98,2.8,0.24,-0.43,1.0
262,54239,0.03,0.0,-0.99,2.74,0.24,-0.37,1.0
263,54311,0.02,0.01,-0.98,2.87,0.12,-0.37,1.0
264,54419,0.02,0.01,-0.99,2.68,0.06,-0.43,1.0
265,54536,0.02,-0.0,-0.99,2.74,0.3,-0.43,1.0
266,54617,0.03,0.01,-0.98,2.74,0.18,-0.43,1.0
267,54733,0.02,0.01,-1.0,2.68,0.24,-0.43,1.0
268,54814,0.03,0.02,-0.98,2.8,0.3,-0.24,1.0
269,54922,0.03,0.02,-0.99,2.74,0.24,-0.24,1.0
270,55096,0.02,0.02,-0.99,2.87,0.12,-0.49,1.0
271,55176,0.03,0.02,-0.99,2.87,0.18,-0.49,1.0
272,55287,0.02,0.02,-0.98,2.87,0.12,-0.3,1.0
273,55364,0.03,0.01,-0.99,2.87,0.37,-0.37,1.0
274,55469,0.03,0.01,-0.99,2.74,0.24,-0.3,1.0
275,55574,0.02,0.01,-0.98,2.87,0.24,-0.37,1.0
276,55651,0.02,0.01,-0.96,2.74,0.24,-0.37,1.0
277,55756,0.02,0.01,-0.99,2.87,0.24,-0.24,1.0
278,55833,0.02,0.01,-0.98,2.74,0.18,-0.18,1.0
279,55929,0.02,0.01,-0.99,2.74,0.3,-0.18,1.0
280,56034,0.02,0.02,-0.98,2.5,0.18,-0.3,1.0
281,56111,0.02,0.02,-0.99,2.8,0.24,-0.37,1.0
282,56216,0.03,0.02,-0.98,2.74,0.24,-0.24,1.0
283,56293,0.02,0.02,-0.97,2.74,0.24,-0.43,1.0
284,56398,0.03,0.02,-0.96,2.74,0.24,-0.37,1.0
285,56503,0.02,0.01,-0.99,2.8,0.3,-0.49,1.0
286,56572,0.03,0.01,-0.98,2.8,0.18,-0.49,1.0
287,56677,0.03,0.02,-0.98,2.74,0.3,-0.37,1.0
288,56754,0.02,0.02,-0.99,2.8,0.06,-0.24,1.0
289,56859,0.03,0.01,-1.0,2.8,0.18,-0.37,1.0
290,56936,0.02,0.02,-1.0,2.8,0.24,-0.37,1.0
291,57040,0.03,0.01,-0.99,2.74,0.18,-0.37,1.0
292,57144,0.03,0.02,-0.97,2.68,0.06,-0.49,1.0
293,57221,0.03,0.01,-0.99,2.68,0.12,-0.37,1.0
294,57317,0.03,0.01,-0.99,2.68,0.18,-0.37,1.0
295,57395,0.03,0.02,-0.98,2.68,0.24,-0.37,1.0
296,57500,0.02,0.01,-0.98,2.74,0.3,-0.37,1.0
297,57604,0.01,0.02,-0.99,2.87,0.24,-0.3,1.0
298,57682,0.03,0.01,-0.99,2.74,0.3,-0.37,1.0
299,57786,0.02,0.01,-0.98,2.74,0.24,-0.3,1.0
300,57864,0.03,0.02,-0.97,2.8,0.18,-0.49,1.0
301,57969,0.03,0.01,-0.99,2.68,0.3,-0.37,1.0
302,58065,0.03,0.01,-0.97,2.74,0.18,-0.37,1.0
303,58142,0.02,0.01,-0.98,2.8,0.18,-0.49,1.0
304,58247,0.02,0.01,-0.97,2.87,0.3,-0.3,1.0
305,58324,0.02,0.01,-0.98,2.93,0.24,-0.43,1.0
306,58429,0.03,0.01,-0.99,2.8,0.12,-0.61,1.0
307,58531,0.03,0.01,-0.99,2.8,0.18,-0.37,1.0
308,58608,0.03,0.01,-0.99,2.74,0.3,-0.3,1.0
309,58714,0.02,0.0,-0.98,2.87,0.24,-0.43,1.0
310,58783,0.03,0.02,-0.98,2.8,0.24,-0.24,1.0
311,58890,0.01,0.01,-0.99,2.74,0.18,-0.3,1.0
312,58970,0.03,0.01,-0.98,2.68,0.18,-0.43,1.0
313,59078,0.03,0.01,-0.96,2.74,0.24,-0.24,1.0
314,59187,0.02,0.0,-0.98,2.8,0.12,-0.37,1.0
315,59267,0.02,0.02,-1.04,2.68,0.18,-0.24,1.0
316,59375,0.02,0.02,-0.98,2.68,0.24,-0.3,1.0
317,59447,0.02,0.01,-0.97,2.74,0.06,-0.3,1.0
318,59556,0.02,0.01,-1.03,2.8,0.18,-0.43,1.0
319,59672,0.02,0.0,-0.98,2.68,0.18,-0.37,1.0
320,59752,0.02,0.01,-0.99,2.74,0.18,-0.18,1.0
321,59861,0.01,0.0,-0.97,2.74,0.18,-0.24,1.0
322,59942,0.02,0.0,-0.98,2.68,0.18,-0.37,1.0
323,60050,0.03,0.01,-0.99,2.68,0.18,-0.3,1.0
324,60159,0.02,0.01,-0.98,2.74,0.24,-0.37,1.0
325,60230,0.03,-0.0,-0.98,2.68,0.3,-0.3,1.0
326,60339,0.01,0.01,-1.0,2.74,0.12,-0.49,1.0
327,60420,0.03,0.01,-0.98,2.68,0.18,-0.3,1.0
328,60528,0.01,0.01,-0.98,2.87,0.3,-0.18,1.0
329,60637,0.03,0.0,-0.98,2.74,0.18,-0.43,1.0
330,60717,0.02,0.02,-0.99,2.87,0.3,-0.3,1.0
331,60826,0.02,0.02,-0.99,2.74,0.12,-0.37,1.0
332,60906,0.03,0.02,-0.98,2.87,0.24,-0.3,1.0
333,61074,0.02,0.02,-0.97,2.8,0.12,-0.37,1.0
334,61164,0.02,0.01,-0.98,2.93,0.3,-0.3,1.0
335,61269,0.02,0.01,-0.99,2.8,0.18,-0.43,1.0
336,61374,0.03,0.01,-0.99,2.74,0.18,-0.3,1.0
337,61451,0.02,0.0,-0.97,2.8,0.3,-0.24,1.0
338,61556,0.01,0.01,-0.99,2.87,0.0,-0.37,1.0
339,61633,0.03,0.01,-0.99,2.68,0.12,-0.43,1.0
340,61738,0.03,0.01,-0.98,2.74,0.12,-0.3,1.0
341,61834,0.02,0.01,-0.99,2.68,0.24,-0.43,1.0
342,61911,0.02,0.01,-0.98,2.74,0.24,-0.37,1.0
343,62016,0.03,0.02,-0.97,2.68,0.3,-0.3,1.0
344,62093,0.02,0.01,-0.99,2.74,0.12,-0.3,1.0
345,62198,0.03,0.0,-0.98,2.8,0.24,-0.3,1.0
346,62302,0.02,0.02,-1.0,2.68,0.12,-0.3,1.0
347,62379,0.02,0.01,-0.97,2.68,0.24,-0.37,1.0
348,62475,0.03,0.01,-0.97,2.8,0.12,-0.37,1.0
349,62552,0.02,0.02,-0.99,2.74,0.24,-0.37,1.0
350,62657,0.02,0.01,-0.98,2.68,0.12,-0.43,1.0
351,62762,0.01,0.01,-0.99,2.74,0.18,-0.37,1.0
352,62839,0.02,0.02,-0.98,2.8,0.18,-0.43,1.0
353,62944,0.03,0.0,-0.97,2.8,0.18,-0.43,1.0
354,63021,0.03,0.01,-0.97,2.74,0.37,-0.43,1.0
355,63177,0.02,0.01,-0.99,2.8,0.06,-0.43,1.0
356,63245,0.02,0.02,-0.98,2.74,0.18,-0.37,1.0
357,63350,0.02,0.01,-0.98,2.68,0.18,-0.3,1.0
358,63456,0.02,0.01,-0.98,2.74,0.18,-0.43,1.0
359,63535,0.03,0.02,-0.99,2.68,0.06,-0.3,1.0
360,63642,0.02,0.01,-0.97,2.74,0.12,-0.24,1.0
361,63722,0.02,0.02,-0.99,2.8,0.12,-0.3,1.0
362,63841,0.03,0.02,-0.97,2.8,0.18,-0.43,1.0
363,63949,0.01,0.01,-0.97,2.8,0.12,-0.37,1.0
364,64021,0.03,0.01,-0.98,2.87,0.3,-0.3,1.0
365,64129,0.02,0.01,-0.98,2.8,0.24,-0.3,1.0
366,64210,0.02,0.02,-0.98,2.87,0.3,-0.43,1.0
367,64319,0.03,0.01,-0.99,2.68,0.12,-0.3,1.0
368,64424,0.02,0.02,-1.0,2.74,0.18,-0.18,1.0
369,64505,0.02,0.02,-0.98,2.8,0.18,-0.24,1.0
370,64613,0.03,0.01,-0.99,2.74,0.12,-0.18,1.0
371,64685,0.01,0.0,-0.99,2.8,0.18,-0.43,1.0
372,64794,0.03,0.01,-0.98,2.68,0.12,-0.37,1.0
373,64902,0.02,0.02,-0.99,2.68,0.24,-0.37,1.0
374,64983,0.02,0.03,-0.98,2.56,0.06,-0.24,1.0
375,65099,0.03,0.02,-0.99,2.87,0.24,-0.3,1.0
376,65180,0.02,0.02,-0.98,2.74,0.3,-0.37,1.0
377,65288,0.03,0.02,-0.98,2.74,0.18,-0.49,1.0
378,65397,0.02,0.02,-0.99,2.87,0.24,-0.37,1.0
379,65468,0.02,0.01,-0.98,2.74,0.18,-0.3,1.0
380,65643,0.01,0.02,-0.98,2.87,0.24,-0.37,1.0
381,65733,0.03,0.01,-0.98,2.8,0.3,-0.37,1.0
382,65842,0.02,0.02,-0.98,2.8,0.18,-0.18,1.0
383,65919,0.02,0.0,-0.97,2.8,0.3,-0.55,1.0
384,66023,0.03,0.01,-0.98,2.68,0.12,-0.43,1.0
385,66128,0.03,0.02,-0.98,2.68,0.24,-0.61,1.0
386,66205,0.03,0.01,-0.99,2.68,0.12,-0.43,1.0
387,66301,0.01,0.02,-0.97,2.68,0.18,-0.49,1.0
388,66378,0.02,0.01,-1.0,2.8,0.24,-0.37,1.0
389,66483,0.02,0.01,-0.98,2.74,0.3,-0.3,1.0
390,66588,0.02,0.02,-0.99,2.87,0.12,-0.3,1.0
391,66665,0.03,0.01,-0.98,2.74,0.24,-0.3,1.0
392,66770,0.02,0.01,-0.99,2.8,0.18,-0.37,1.0
393,66847,0.03,0.02,-0.98,2.8,0.24,-0.3,1.0
394,66952,0.03,0.02,-0.99,2.74,0.18,-0.43,1.0
395,67049,0.02,0.01,-1.0,2.8,0.12,-0.49,1.0
