,Time,Ax,Ay,Az,Gx,Gy,Gz,Label
35,28110,0.02,-0.06,-0.99,2.68,0.06,-1.28,1.0
36,28191,0.04,-0.07,-0.98,2.68,0.06,-1.4,1.0
37,28298,0.02,-0.07,-0.98,2.74,0.12,-1.4,1.0
38,28405,0.04,-0.06,-0.98,2.87,0.18,-1.34,1.0
39,28486,0.02,-0.06,-0.97,2.68,0.18,-1.34,1.0
40,28583,-1.0,0.01,0.0,-1.46,0.24,1.95,1.0
41,28664,-0.99,0.01,0.0,-1.4,0.24,1.95,1.0
42,28840,0.03,-0.07,-1.0,2.74,0.12,-1.28,1.0
43,28954,0.03,-0.06,-0.99,2.8,0.06,-1.46,1.0
44,29032,0.02,-0.06,-0.99,2.8,0.12,-1.28,1.0
45,29135,0.02,-0.07,-1.01,2.8,0.12,-1.46,1.0
46,29212,0.04,-0.07,-0.97,2.93,0.06,-1.4,1.0
47,29315,0.02,-0.06,-0.98,2.93,0.0,-1.34,1.0
48,29418,0.03,-0.07,-0.98,2.68,0.12,-1.52,1.0
49,29495,0.02,-0.06,-0.99,2.68,0.12,-1.28,1.0
50,29598,0.02,-0.06,-0.98,2.68,0.3,-1.22,1.0
51,29675,0.02,-0.07,-0.99,2.68,0.18,-1.4,1.0
52,29778,0.03,-0.06,-0.97,3.23,0.06,-1.4,1.0
53,29881,0.03,-0.06,-0.98,3.17,-0.12,-1.4,1.0
54,29958,0.03,-0.07,-0.99,3.05,0.0,-1.34,1.0
55,30060,0.03,-0.06,-0.97,2.93,0.06,-1.52,1.0
56,30129,0.03,-0.07,-1.0,2.56,0.3,-1.46,1.0
57,30231,0.03,-0.06,-0.99,2.5,0.24,-1.52,1.0
58,30308,0.02,-0.06,-0.98,2.68,0.18,-1.4,1.0
59,30433,0.03,-0.05,-0.98,1.65,0.55,-1.28,1.0
60,30536,0.04,-0.03,-0.97,-0.24,1.46,0.43,1.0
61,30613,0.03,-0.07,-0.99,4.21,-0.18,-0.98,1.0
62,30716,0.02,-0.06,-0.98,2.99,0.0,-1.4,1.0
63,30793,0.02,-0.06,-0.99,2.2,0.3,-1.46,1.0
64,30896,0.03,-0.06,-0.96,2.56,0.12,-1.59,1.0
65,30998,0.03,-0.07,-0.99,2.68,0.12,-1.46,1.0
66,31076,-0.09,-0.03,-0.62,16.59,-8.9,-129.57,1.0
67,31181,0.05,-0.27,-1.12,51.83,42.32,-14.82,1.0
68,31295,0.08,-0.06,-0.94,-196.59,-221.22,-105.98,1.0
69,31375,-0.18,0.33,-1.04,-283.35,-122.99,-111.95,1.0
70,31477,0.05,0.25,-0.79,-39.21,-19.94,-56.59,1.0
71,31583,-0.42,0.35,-0.77,-39.45,-59.57,-32.87,1.0
72,31663,-0.38,0.37,-1.12,-24.45,-91.77,-72.93,1.0
73,31759,-0.81,0.55,-0.33,15.67,-38.11,-78.05,1.0
74,31866,-0.82,0.41,-0.73,-41.77,-109.27,11.16,1.0
75,31950,-0.57,0.31,-0.5,5.3,-144.33,-18.23,1.0
76,32059,-0.73,0.27,-0.26,-22.8,-175.24,33.05,1.0
77,32168,-1.0,0.35,-0.11,-19.57,-42.62,-6.16,1.0
78,32251,-0.79,0.37,-0.03,-21.04,-54.09,26.34,1.0
79,32360,-0.74,0.28,0.04,-5.18,-49.45,-10.12,1.0
80,32468,-0.96,0.35,0.17,-0.43,-32.62,1.65,1.0
81,32550,-0.97,0.36,0.08,-17.13,-10.12,19.39,1.0
82,32658,-0.88,0.51,0.05,26.71,-23.72,22.74,1.0
83,32767,-1.21,0.54,0.24,6.59,32.62,8.05,1.0
84,32850,-0.88,0.44,0.21,9.94,45.06,-2.87,1.0
85,32955,-0.94,0.54,-0.14,64.15,39.7,16.65,1.0
86,33064,-1.14,0.61,-0.21,23.66,11.4,9.39,1.0
87,33148,-0.76,0.58,-0.48,47.87,13.29,4.57,1.0
88,33265,-1.01,0.44,-0.25,48.11,82.87,-17.26,1.0
89,33339,-0.58,0.29,-0.64,119.63,127.93,34.76,1.0
90,33448,3.69,-8.0,-8.0,-1000.18,-1663.6,1842.07,1.0
91,33557,-3.34,-1.16,-1.39,-544.02,-810.79,-839.57,1.0
92,33641,-0.94,0.56,-0.48,-82.32,180.3,-120.49,1.0
93,33818,-0.85,0.43,-0.43,-57.26,-196.16,201.89,1.0
94,33930,-0.83,-0.71,-0.54,14.82,-73.84,180.18,1.0
95,34009,-0.84,0.27,0.07,50.73,1.1,-9.02,1.0
96,34113,-0.99,0.04,0.26,46.52,-30.06,33.96,1.0
97,34217,-1.09,0.15,0.31,15.67,-5.3,14.63,1.0
98,34296,-0.73,-0.36,-0.37,-82.93,-37.01,39.21,1.0
99,34401,-0.98,0.39,1.05,13.11,-145.91,27.13,1.0
100,34507,-0.51,-1.25,0.6,2.07,62.32,93.48,1.0
101,34586,-1.15,-0.03,0.47,-68.23,163.96,-62.2,1.0
102,34691,-0.82,0.02,-1.65,-114.27,292.38,132.56,1.0
103,34771,-0.77,-0.63,0.33,5.37,102.68,330.18,1.0
104,34876,-8.0,-4.67,-8.0,-16.95,-83.72,134.51,1.0
105,34980,-0.66,-0.0,-0.7,-28.17,83.11,-29.09,1.0
106,35051,-0.69,0.16,-0.8,-46.04,127.87,-63.29,1.0
107,35155,-0.08,-0.02,-0.05,6.95,668.54,54.45,1.0
108,35256,0.07,-0.03,0.0,30.06,52.13,-17.5,1.0
109,35334,0.0,-0.04,-0.97,-10.43,-11.22,-1.52,1.0
110,35437,0.04,-0.01,-0.97,35.43,28.29,-1.04,1.0
111,35540,0.0,0.04,-1.01,16.16,12.2,-1.22,1.0
112,35618,0.01,0.02,-1.0,-22.99,-22.26,-1.77,1.0
113,35720,0.04,-0.02,-0.97,19.51,14.21,-1.1,1.0
114,35798,0.0,0.04,-1.0,4.57,1.77,-1.34,1.0
115,35901,0.02,0.01,-0.99,-18.11,-17.87,-1.59,1.0
116,36004,0.03,0.02,-0.99,23.35,18.05,-1.16,1.0
117,36082,0.02,0.02,-1.08,-10.43,-10.98,-1.34,1.0
118,36185,0.02,-0.01,-1.04,1.95,-0.49,-1.22,1.0
119,36287,0.04,0.04,-0.86,12.87,8.72,-1.22,1.0
120,36364,0.03,0.01,-0.97,-8.9,-10.06,-1.34,1.0
121,36467,0.03,0.0,-0.99,11.28,7.26,-1.28,1.0
122,36535,0.05,0.02,-0.93,-1.34,-3.66,-1.16,1.0
123,36638,0.03,0.06,-0.84,6.04,2.87,-1.28,1.0
124,36740,0.06,0.0,-0.98,0.79,-1.59,-1.52,1.0
125,36819,-0.06,0.0,0.02,-13.11,-1.34,333.05,1.0
126,36924,0.18,-0.18,-1.42,15.3,13.72,119.39,1.0
127,37003,0.06,0.03,-0.88,-30.98,-28.96,-1.34,1.0
128,37110,0.03,-0.03,-0.88,-5.18,-6.34,-1.95,1.0
129,37214,0.04,-0.0,-1.0,41.1,33.41,-0.91,1.0
130,37296,-0.02,0.06,-1.03,-16.1,-16.4,-1.4,1.0
131,37404,0.05,-0.03,-0.97,4.57,1.52,-1.28,1.0
132,37511,0.0,0.04,-1.0,4.27,1.4,-1.22,1.0
133,37593,0.06,-0.01,-0.97,6.22,2.93,-1.34,1.0
134,37700,0.03,0.06,-1.02,1.77,-0.61,-1.46,1.0
135,37807,0.04,-0.01,-0.98,7.8,4.27,-1.34,1.0
136,37889,-0.0,0.02,-0.99,-7.44,-8.6,-1.34,1.0
137,37995,0.03,0.0,-0.98,8.84,5.37,-1.16,1.0
138,38102,0.04,0.01,-0.99,-2.01,-4.09,-1.46,1.0
139,38174,0.01,0.03,-1.01,0.12,-2.32,-1.16,1.0
140,38290,0.04,-0.01,-0.97,0.91,-1.77,-1.4,1.0
141,38372,0.03,0.04,-0.97,16.4,11.71,-1.04,1.0
142,38480,0.03,0.01,-0.97,-26.59,-25.3,-1.77,1.0
143,38587,0.17,-0.14,-0.9,33.17,25.61,-1.04,1.0
144,38669,-0.02,0.06,-1.02,-0.12,-2.68,-1.59,1.0
145,38846,0.04,0.02,-1.0,0.85,-1.52,-1.16,1.0
146,38957,0.0,0.01,-0.99,-8.11,-9.39,-1.46,1.0
147,39035,0.03,-0.02,-0.98,7.5,4.27,-1.34,1.0
148,39138,0.01,0.02,-1.01,-20.79,-20.55,-1.4,1.0
149,39217,0.07,-0.02,-0.97,16.65,11.71,-1.28,1.0
150,39320,-0.0,0.05,-1.0,-11.34,-12.07,-1.65,1.0
151,39448,0.04,-0.02,-0.97,6.71,3.35,-1.34,1.0
152,39526,0.0,0.03,-0.99,-4.33,-6.04,-1.52,1.0
153,39630,0.03,0.0,-0.97,11.83,7.8,-1.16,1.0
154,39733,0.02,0.01,-0.98,-6.34,-7.68,-1.4,1.0
155,39802,0.03,0.01,-0.97,10.73,7.13,-1.04,1.0
156,39905,0.03,0.01,-0.99,-7.8,-9.02,-1.52,1.0
157,40008,0.0,0.03,-0.98,12.26,8.35,-1.16,1.0
158,40087,0.05,-0.02,-0.98,-8.35,-9.21,-1.52,1.0
159,40190,0.03,-0.01,-0.99,29.39,23.23,-1.04,1.0
160,40269,0.0,0.03,-1.0,-27.32,-25.67,-1.46,1.0
161,40373,0.07,-0.05,-0.97,11.04,7.13,-1.16,1.0
162,40473,-0.01,0.05,-1.01,2.93,0.24,-1.16,1.0
163,40552,0.05,-0.02,-0.98,0.67,-1.59,-1.34,1.0
164,40655,-0.0,0.03,-0.99,4.76,1.89,-1.22,1.0
165,40759,0.03,-0.02,-0.98,5.37,2.13,-1.28,1.0
166,40837,-0.01,0.02,-0.99,13.6,9.7,-1.22,1.0
167,40949,0.04,-0.01,-0.97,-16.65,-16.22,-1.52,1.0
168,41053,0.03,0.0,-0.98,29.57,23.41,-1.22,1.0
169,41132,0.0,0.02,-0.99,-19.88,-19.57,-1.65,1.0
170,41235,0.05,-0.02,-0.97,15.73,10.85,-1.28,1.0
171,41340,-0.01,0.05,-1.02,1.04,-1.4,-1.34,1.0
172,41411,0.05,-0.01,-0.98,4.45,1.59,-1.16,1.0
173,41517,0.01,0.03,-0.99,4.21,1.46,-1.22,1.0
174,41598,0.05,-0.0,-0.98,-0.49,-2.62,-1.46,1.0
175,41706,0.01,0.03,-0.98,13.05,8.84,-1.34,1.0
176,41813,0.04,-0.01,-0.98,-8.66,-9.51,-1.52,1.0
177,41895,0.02,0.0,-0.99,25.61,20.06,-1.1,1.0
178,42003,0.02,0.0,-0.98,-15.85,-16.16,-1.52,1.0
179,42110,0.02,0.0,-0.98,14.76,10.61,-1.22,1.0
180,42191,0.05,0.01,-0.98,-3.35,-5.12,-1.4,1.0
181,42294,0.01,0.04,-0.99,-5.55,-7.07,-1.46,1.0
182,42402,0.04,-0.02,-0.98,18.29,13.17,-1.22,1.0
183,42483,0.0,0.04,-0.99,-16.89,-16.77,-1.52,1.0
184,42591,0.06,-0.04,-0.97,21.16,15.55,-1.22,1.0
185,42673,0.0,0.03,-0.99,15.98,11.95,-1.16,1.0
186,42780,0.04,-0.01,-0.98,-12.38,-12.62,-1.34,1.0
187,42888,0.01,0.03,-1.0,17.68,12.99,-1.04,1.0
188,42961,0.03,-0.02,-0.97,-0.67,-2.87,-1.4,1.0
189,43068,0.01,0.03,-0.99,9.39,5.91,-1.52,1.0
190,43175,0.04,-0.02,-0.97,2.26,-0.3,-1.59,1.0
191,43257,0.02,0.03,-0.99,2.56,0.06,-1.4,1.0
192,43373,0.06,-0.01,-0.98,2.68,0.0,-1.46,1.0
193,43480,0.0,0.03,-1.0,7.5,4.09,-1.34,1.0
194,43635,0.04,-0.01,-0.98,-3.9,-5.67,-1.28,1.0
195,43743,0.01,0.02,-0.98,5.43,2.38,-1.34,1.0
196,43820,0.03,0.02,-0.97,-2.2,-4.27,-1.28,1.0
197,43924,0.02,-0.01,-0.95,17.74,12.99,-1.34,1.0
198,44024,0.01,0.03,-0.99,-19.7,-19.39,-1.52,1.0
199,44103,0.07,-0.03,-0.95,19.51,14.09,-1.22,1.0
200,44206,-0.0,0.04,-1.01,9.15,5.79,-1.22,1.0
201,44310,0.06,-0.02,-1.0,-5.24,-6.71,-1.28,1.0
202,44388,0.01,0.03,-0.99,7.62,4.27,-1.28,1.0
203,44492,0.04,-0.01,-0.98,6.46,3.35,-1.28,1.0
204,44569,0.03,0.0,-0.93,-2.32,-4.33,-1.22,1.0
205,44663,0.02,0.03,-1.0,-3.29,-5.0,-1.4,1.0
206,44766,0.02,-0.0,-0.98,4.7,1.83,-1.22,1.0
207,44843,0.02,0.0,-1.0,2.2,-0.24,-1.34,1.0
208,44946,0.04,0.01,-0.97,4.09,1.22,-1.4,1.0
209,45050,0.01,0.02,-0.99,3.48,0.91,-1.28,1.0
210,45128,0.04,-0.02,-0.96,-0.43,-2.68,-1.4,1.0
211,45231,0.01,0.02,-1.0,11.4,7.38,-1.28,1.0
212,45309,0.04,-0.01,-0.96,-8.29,-9.15,-1.46,1.0
213,45413,0.02,0.02,-1.0,19.45,14.51,-1.22,1.0
214,45516,0.02,0.01,-0.99,-13.23,-13.66,-1.46,1.0
215,45595,0.03,0.01,-0.99,20.91,15.85,-1.22,1.0
216,45695,0.02,0.0,-0.97,-12.26,-13.05,-1.46,1.0
217,45799,0.03,0.0,-0.98,19.51,14.51,-1.22,1.0
218,45877,0.01,0.02,-0.99,-12.68,-13.29,-1.4,1.0
219,45980,0.04,0.01,-0.98,16.77,12.2,-1.28,1.0
220,46084,0.03,0.02,-0.98,-10.61,-11.46,-1.4,1.0
221,46153,0.03,0.0,-0.98,14.94,10.61,-1.34,1.0
222,46256,0.03,0.01,-0.99,-7.74,-9.09,-1.46,1.0
223,46334,0.03,0.0,-0.98,12.5,8.6,-1.22,1.0
224,46437,0.04,-0.0,-1.0,-2.5,-4.51,-1.34,1.0
225,46540,0.02,0.03,-0.98,0.12,-2.13,-1.34,1.0
226,46617,0.03,0.0,-1.0,7.68,4.57,-1.28,1.0
227,46720,0.02,0.01,-0.99,-3.17,-5.12,-1.46,1.0
228,46823,0.03,0.01,-0.99,8.05,4.7,-1.28,1.0
229,46900,0.03,-0.01,-0.98,6.28,3.23,-1.28,1.0
230,47003,0.02,0.0,-0.97,-1.34,-3.54,-1.34,1.0
231,47080,0.02,0.01,-0.99,3.9,0.91,-1.28,1.0
232,47185,0.03,0.0,-1.0,6.89,3.6,-1.28,1.0
233,47289,0.03,0.0,-0.98,-1.4,-3.54,-1.34,1.0
234,47369,0.01,0.02,-0.98,0.73,-1.71,-1.4,1.0
235,47471,0.04,0.01,-0.98,6.59,3.48,-1.28,1.0
236,47577,0.02,0.01,-0.99,-1.52,-3.84,-1.22,1.0
237,47658,0.02,0.02,-0.98,4.09,1.34,-1.22,1.0
238,47755,0.03,-0.0,-0.98,6.71,3.48,-1.4,1.0
239,47836,0.03,0.01,-0.99,-3.35,-5.18,-1.4,1.0
240,47943,0.03,0.01,-0.98,9.02,5.55,-1.28,1.0
241,48023,0.02,0.0,-0.98,1.28,-1.1,-1.34,1.0
242,48156,0.02,0.02,-0.99,-0.73,-2.87,-1.34,1.0
243,48262,0.02,0.01,-0.98,5.24,2.32,-1.34,1.0
244,48343,0.02,0.01,-0.99,0.98,-1.16,-1.4,1.0
245,48449,0.01,0.01,-0.98,1.71,-0.67,-1.4,1.0
246,48564,0.03,0.01,-1.05,6.04,2.8,-1.22,1.0
247,48645,0.03,0.01,-1.01,-0.49,-2.74,-1.22,1.0
248,48751,0.02,0.01,-1.0,4.02,1.1,-1.28,1.0
249,48832,0.02,0.01,-0.98,2.44,-0.12,-1.34,1.0
250,48939,0.03,0.01,-0.99,2.68,0.0,-1.28,1.0
251,49045,0.02,0.01,-0.98,1.59,-0.91,-1.34,1.0
252,49126,0.03,0.01,-0.99,4.02,1.34,-1.34,1.0
253,49232,0.02,0.01,-0.98,2.01,-0.37,-1.34,1.0
254,49304,0.03,0.01,-0.98,2.68,0.12,-1.4,1.0
255,49410,0.02,0.01,-0.98,2.99,0.3,-1.28,1.0
256,49491,0.03,0.01,-0.98,3.6,0.79,-1.34,1.0
257,49597,0.02,0.02,-0.99,0.37,-1.83,-1.28,1.0
258,49704,0.02,0.0,-0.98,5.91,2.74,-1.28,1.0
259,49785,0.02,0.01,-1.0,-2.2,-4.21,-1.4,1.0
260,49891,0.03,0.0,-0.99,6.71,3.54,-1.34,1.0
261,49972,0.03,0.0,-0.98,-0.06,-2.26,-1.22,1.0
262,50078,0.03,0.01,-0.99,3.9,1.04,-1.4,1.0
263,50185,0.02,0.0,-0.99,2.62,-0.12,-1.28,1.0
264,50266,0.02,0.01,-0.98,2.8,0.18,-1.34,1.0
265,50372,0.03,0.02,-0.99,2.38,-0.18,-1.34,1.0
266,50453,0.03,0.01,-0.99,3.41,0.67,-1.28,1.0
267,50568,0.03,0.01,-0.98,3.6,0.85,-1.28,1.0
268,50674,0.02,0.01,-0.99,2.26,-0.43,-1.4,1.0
269,50755,0.03,0.01,-0.98,1.95,-0.55,-1.22,1.0
270,50862,0.02,0.01,-0.98,4.7,1.71,-1.28,1.0
271,50934,0.02,0.0,-0.98,3.23,0.67,-1.28,1.0
272,51040,0.02,0.02,-0.98,0.73,-1.46,-1.4,1.0
273,51146,0.02,0.02,-0.99,7.62,4.27,-1.34,1.0
274,51227,0.02,0.0,-0.98,2.74,0.0,-1.34,1.0
275,51401,0.03,-0.0,-0.99,0.61,-1.77,-1.4,1.0
276,51492,0.01,0.01,-0.99,-0.73,-2.93,-1.34,1.0
277,51595,0.03,0.01,-0.97,6.89,3.72,-1.28,1.0
278,51697,0.02,0.01,-0.99,-0.79,-3.05,-1.34,1.0
279,51775,0.03,0.01,-0.99,5.91,2.93,-1.22,1.0
280,51878,0.04,-0.01,-0.98,10.49,6.83,-1.34,1.0
281,51981,0.0,0.02,-1.01,-7.62,-8.9,-1.46,1.0
282,52059,0.04,-0.02,-0.98,14.15,9.51,-1.28,1.0
283,52160,-0.0,0.04,-0.99,-5.06,-6.77,-1.46,1.0
284,52237,0.04,0.01,-0.98,10.18,6.46,-1.28,1.0
285,52340,0.02,0.0,-0.98,-0.85,-3.17,-1.34,1.0
286,52443,0.02,0.01,-0.98,-2.32,-4.39,-1.16,1.0
287,52512,0.03,0.01,-0.98,7.93,4.57,-1.22,1.0
288,52615,0.03,0.01,-0.98,-5.91,-7.26,-1.28,1.0
289,52718,0.03,0.02,-0.99,15.18,10.61,-1.16,1.0
290,52797,0.02,0.0,-0.99,-15.85,-15.67,-1.46,1.0
291,52900,0.03,-0.01,-0.99,28.48,22.44,-1.1,1.0
292,52979,-0.01,0.04,-1.01,-21.16,-20.43,-1.4,1.0
293,53083,0.05,-0.03,-0.99,-2.62,-4.45,-1.46,1.0
294,53186,0.02,0.03,-1.0,18.96,13.96,-1.22,1.0
295,53265,0.04,0.0,-0.98,-18.6,-18.11,-1.46,1.0
296,53368,0.03,-0.01,-0.97,23.23,17.74,-1.1,1.0
297,53472,0.03,-0.0,-0.99,-6.83,-8.35,-1.4,1.0
298,53549,0.02,0.0,-0.99,8.48,5.12,-1.28,1.0
299,53661,0.04,0.01,-0.98,3.48,0.73,-1.34,1.0
300,53764,0.01,0.0,-1.0,-0.18,-2.56,-1.22,1.0
301,53841,0.02,0.01,-1.01,6.16,2.93,-1.28,1.0
302,53944,0.04,0.0,-0.98,11.16,7.26,-1.34,1.0
303,54022,0.02,0.02,-0.98,-8.29,-9.51,-1.52,1.0
304,54113,0.03,0.01,-0.98,19.15,14.27,-1.28,1.0
305,54217,0.03,0.01,-0.98,-12.44,-13.23,-1.59,1.0
306,54295,0.04,0.01,-0.99,14.09,9.94,-1.22,1.0
307,54398,0.03,0.02,-1.0,-10.55,-11.46,-1.4,1.0
308,54502,0.03,0.01,-0.96,17.74,13.05,-1.28,1.0
309,54580,0.01,0.02,-0.99,-10.55,-11.28,-1.46,1.0
310,54683,0.05,-0.01,-0.98,14.15,9.57,-1.16,1.0
311,54762,0.0,0.04,-1.0,3.6,0.91,-1.34,1.0
312,54869,0.04,-0.01,-0.97,-13.9,-13.96,-1.52,1.0
313,54974,0.03,0.01,-0.99,32.26,25.49,-1.1,1.0
314,55056,0.02,0.04,-1.0,-23.66,-22.56,-1.59,1.0
315,55164,0.06,-0.04,-0.97,3.05,0.43,-1.4,1.0
316,55271,0.02,0.01,-0.99,29.02,22.8,-1.4,1.0
317,55353,0.03,0.01,-1.0,-19.02,-18.72,-1.59,1.0
318,55461,0.03,0.01,-0.99,22.8,17.32,-1.1,1.0
319,55565,0.02,0.02,-1.0,-13.54,-14.09,-1.59,1.0
320,55637,0.03,-0.01,-0.99,18.72,13.84,-1.22,1.0
321,55745,0.02,0.01,-0.98,-9.57,-10.67,-1.59,1.0
322,55826,0.02,0.01,-0.99,9.27,5.79,-1.28,1.0
323,55932,0.04,0.01,-0.98,-0.43,-2.68,-1.34,1.0
324,56039,0.01,0.02,-1.0,-6.46,-7.87,-1.46,1.0
325,56120,0.04,-0.01,-0.97,11.95,7.93,-1.28,1.0
326,56227,0.02,0.01,-0.99,-7.62,-9.02,-1.46,1.0
327,56334,0.03,0.0,-0.96,11.4,7.62,-1.28,1.0
328,56415,0.02,0.01,-0.99,-7.38,-8.78,-1.46,1.0
329,56521,0.03,0.01,-0.99,12.07,8.23,-1.22,1.0
330,56602,0.03,0.0,-0.99,-1.34,-3.35,-1.52,1.0
331,56709,0.01,0.02,-0.99,4.45,1.59,-1.34,1.0
332,56816,0.03,0.0,-0.98,3.48,0.73,-1.22,1.0
333,56896,0.01,0.01,-0.99,-3.23,-5.06,-1.28,1.0
334,57099,0.02,0.02,-0.99,-4.39,-6.1,-1.4,1.0
335,57214,0.03,0.0,-0.98,10.61,6.83,-1.22,1.0
336,57291,0.04,0.01,-0.98,2.2,-0.24,-1.46,1.0
337,57385,0.03,0.02,-0.99,-3.72,-5.55,-1.4,1.0
338,57463,0.02,0.01,-0.99,6.34,3.35,-1.34,1.0
339,57565,0.03,0.01,-0.99,2.32,-0.3,-1.28,1.0
340,57643,0.02,0.02,-0.98,0.85,-1.4,-1.34,1.0
341,57745,0.02,0.0,-0.98,4.02,1.1,-1.34,1.0
342,57848,0.03,0.01,-0.98,2.68,0.06,-1.28,1.0
343,57925,0.02,0.01,-0.99,1.28,-1.22,-1.34,1.0
344,58028,0.03,0.02,-0.99,4.7,1.52,-1.28,1.0
345,58105,0.02,0.0,-0.99,0.91,-1.65,-1.34,1.0
346,58208,0.03,0.01,-0.98,5.91,2.87,-1.4,1.0
347,58311,0.02,0.0,-0.98,-0.91,-3.05,-1.4,1.0
348,58388,0.03,0.01,-0.98,5.06,2.01,-1.4,1.0
349,58491,0.02,0.01,-0.99,0.61,-1.71,-1.28,1.0
350,58568,0.03,0.01,-0.99,5.0,2.07,-1.28,1.0
351,58671,0.02,0.0,-0.97,1.04,-1.22,-1.4,1.0
352,58782,0.03,0.02,-0.99,3.35,0.55,-1.4,1.0
353,58851,0.02,-0.0,-0.99,3.11,0.43,-1.4,1.0
354,58953,0.03,0.01,-0.98,1.71,-0.73,-1.34,1.0
355,59031,0.02,0.01,-0.99,2.68,0.06,-1.22,1.0
356,59133,0.02,0.01,-0.98,3.11,0.3,-1.28,1.0
357,59236,0.03,0.01,-1.0,2.07,-0.37,-1.4,1.0
358,59313,0.03,0.01,-1.0,2.56,0.06,-1.34,1.0
359,59416,0.03,-0.01,-0.98,2.44,-0.18,-1.4,1.0
360,59493,0.03,0.01,-0.99,4.39,1.65,-1.34,1.0
361,59596,0.02,0.01,-0.99,0.67,-1.52,-1.34,1.0
362,59695,0.02,0.01,-0.99,4.88,1.89,-1.22,1.0
363,59773,0.02,0.02,-0.99,0.61,-1.71,-1.28,1.0
364,59875,0.03,0.01,-0.99,4.02,1.16,-1.16,1.0
365,59953,0.02,0.0,-0.98,4.57,1.59,-1.28,1.0
366,60056,0.03,-0.0,-0.99,8.6,5.12,-1.34,1.0
367,60158,0.02,0.02,-0.99,-8.23,-9.57,-1.46,1.0
368,60236,0.04,0.0,-0.97,15.43,11.04,-1.28,1.0
369,60348,0.02,0.02,-0.98,-12.87,-13.41,-1.4,1.0
370,60418,0.04,0.0,-0.97,19.45,14.33,-1.16,1.0
371,60521,0.02,0.02,-0.99,-12.38,-13.05,-1.52,1.0
372,60625,0.03,-0.0,-0.99,16.52,11.83,-1.34,1.0
373,60703,0.03,0.02,-0.98,-12.93,-13.6,-1.52,1.0
374,60807,0.03,-0.0,-0.99,17.74,13.05,-1.16,1.0
375,60910,0.02,0.01,-0.98,-10.06,-11.1,-1.4,1.0
376,60988,0.03,0.01,-0.98,12.62,8.6,-1.22,1.0
377,61093,0.02,0.0,-0.98,-6.95,-8.35,-1.34,1.0
378,61196,0.02,0.01,-0.98,9.94,6.46,-1.28,1.0
379,61277,0.01,-0.01,-0.98,2.5,0.0,-1.28,1.0
380,61382,0.02,0.01,-0.99,-3.54,-5.43,-1.46,1.0
381,61463,0.03,0.0,-0.98,9.82,6.28,-1.28,1.0
382,61569,0.03,0.0,-0.99,-2.74,-4.63,-1.46,1.0
383,61676,0.02,0.0,-1.01,2.2,-0.3,-1.28,1.0
384,61757,0.02,0.01,-0.96,3.41,0.73,-1.4,1.0
385,61863,0.04,0.01,-0.99,1.71,-0.67,-1.34,1.0
