,Time,Ax,Ay,Az,Gx,Gy,Gz,Label
55,26936,0.71,-0.12,-0.76,-19.45,19.39,-55.79,1.0
56,27044,0.66,-0.2,-0.47,108.11,264.39,-79.63,1.0
57,27118,1.08,-0.23,-0.56,57.93,120.67,-101.59,1.0
58,27227,1.45,0.29,0.91,50.18,86.22,-12.44,1.0
59,27403,0.91,-0.27,0.04,-0.61,87.44,57.07,1.0
60,27493,0.77,-0.35,0.44,15.49,76.52,22.8,1.0
61,27602,1.09,-0.44,0.51,13.96,73.48,31.77,1.0
62,27703,0.65,-0.23,0.33,29.15,94.94,9.02,1.0
63,27783,0.62,-0.26,0.65,23.48,75.61,26.59,1.0
64,27887,0.7,-0.39,0.75,1.34,-8.35,30.12,1.0
65,27957,0.98,-0.36,0.6,-67.99,-107.07,-29.27,1.0
66,28063,0.45,-0.18,0.41,-155.79,-239.88,-59.88,1.0
67,28177,0.85,-0.55,0.29,-97.13,-137.07,-15.3,1.0
68,28257,0.9,-0.5,0.24,-6.16,-18.84,30.55,1.0
69,28362,0.25,-0.27,-0.45,-117.56,-54.7,-153.54,1.0
70,28467,0.79,-0.51,0.18,-35.3,-58.9,-38.72,1.0
71,28547,1.28,-0.66,-0.04,-56.16,-116.28,30.0,1.0
72,28653,1.14,-0.67,0.04,-74.02,-65.0,-43.41,1.0
73,28749,0.63,-0.06,-0.58,-10.67,-14.21,-25.79,1.0
74,28829,0.75,-0.15,-0.3,-27.2,-44.57,-74.63,1.0
75,28935,0.7,0.04,-0.26,-34.7,-100.49,-130.79,1.0
76,29040,1.23,0.43,-1.11,-25.43,-42.07,-69.21,1.0
77,29120,0.44,0.51,-0.79,-21.89,-227.07,-152.62,1.0
78,29226,0.38,0.44,-0.58,4.39,-134.63,21.46,1.0
79,29332,0.1,0.54,-0.57,27.44,-69.45,22.01,1.0
80,29412,-0.1,0.32,-1.27,47.99,-96.83,-32.68,1.0
81,29511,-0.61,0.41,-0.76,-45.91,-137.93,-117.99,1.0
82,29616,-0.09,0.21,-1.29,-21.04,-73.48,50.61,1.0
83,29700,-0.77,1.28,-0.29,-92.87,180.18,-204.57,1.0
84,29809,-0.17,0.42,-0.74,-20.85,154.88,-34.27,1.0
85,29918,-0.36,0.47,-1.08,59.09,130.67,33.84,1.0
86,30001,0.01,0.33,-1.14,98.35,135.98,280.3,1.0
87,30110,0.7,0.02,-1.31,92.44,-95.91,75.12,1.0
88,30218,0.53,0.11,-0.72,36.16,-171.04,-45.43,1.0
89,30292,0.73,-0.39,-0.99,-40.73,-243.66,24.27,1.0
90,30401,-0.05,-0.21,0.96,-86.83,30.43,-76.04,1.0
91,30484,0.44,0.12,-0.1,1.83,-30.85,22.44,1.0
92,30591,0.01,-0.0,0.16,-77.38,-10.12,67.8,1.0
93,30699,0.02,0.03,0.05,-442.5,-51.4,237.68,1.0
94,30782,-0.06,-0.29,-3.27,-2.13,0.18,62.07,1.0
95,30888,0.02,0.03,-1.03,-0.06,0.67,-0.37,1.0
96,30994,0.03,0.04,-1.0,-0.06,0.67,-0.3,1.0
97,31065,0.02,0.04,-1.02,-0.12,0.43,-0.43,1.0
98,31179,0.04,0.04,-1.02,-0.12,0.49,-0.12,1.0
99,31259,0.05,0.05,-1.01,-0.12,0.61,-0.37,1.0
100,31364,0.03,0.05,-0.98,-0.06,0.61,0.0,1.0
101,31444,0.03,0.04,-1.0,-0.06,0.67,-0.18,1.0
102,31549,0.01,0.03,-0.99,-0.12,0.61,-0.18,1.0
103,31655,0.02,0.03,-0.99,0.0,0.73,-0.3,1.0
104,31735,0.02,0.04,-0.99,0.0,0.67,-0.24,1.0
105,31831,0.03,0.05,-1.0,-0.06,0.61,-0.12,1.0
106,31912,0.03,0.04,-0.98,-0.24,0.43,0.0,1.0
107,32017,0.04,0.03,-0.99,0.0,0.79,-0.43,1.0
108,32184,0.05,0.04,-1.01,0.0,0.67,0.0,1.0
109,32274,0.02,0.04,-1.0,-0.06,0.67,-0.24,1.0
110,32383,0.03,0.04,-0.99,0.0,0.73,-0.18,1.0
111,32459,0.02,0.05,-0.99,-0.06,0.67,-0.37,1.0
112,32557,0.03,0.04,-0.99,-0.06,0.61,-0.18,1.0
113,32650,0.02,0.04,-0.98,-0.06,0.73,-0.12,1.0
114,32726,0.04,0.03,-0.98,-0.06,0.61,-0.18,1.0
115,32828,0.02,0.05,-1.01,0.0,0.55,-0.18,1.0
116,32905,0.03,0.04,-0.99,-0.06,0.61,-0.18,1.0
117,33007,0.03,0.05,-1.0,0.0,0.55,-0.24,1.0
118,33108,0.03,0.04,-0.99,-0.06,0.67,-0.3,1.0
119,33184,0.03,0.03,-1.0,0.0,0.67,-0.18,1.0
120,33286,0.02,0.03,-0.99,-0.06,0.73,-0.18,1.0
121,33362,0.04,0.03,-0.99,0.0,0.73,-0.12,1.0
122,33463,0.03,0.04,-1.01,-0.06,0.49,-0.24,1.0
123,33539,0.03,0.04,-0.99,0.0,0.67,-0.18,1.0
124,33641,0.02,0.04,-1.0,-0.06,0.49,-0.18,1.0
125,33743,0.03,0.04,-1.0,-0.12,0.73,-0.3,1.0
126,33819,0.03,0.04,-0.99,0.0,0.55,-0.3,1.0
127,33921,0.03,0.04,-0.99,0.0,0.67,-0.24,1.0
128,33989,0.02,0.04,-0.99,0.0,0.67,-0.3,1.0
129,34090,0.03,0.05,-0.99,-0.06,0.67,-0.12,1.0
130,34192,0.04,0.03,-1.0,0.0,0.79,-0.18,1.0
131,34268,0.02,0.04,-0.99,-0.06,0.61,-0.12,1.0
132,34370,0.02,0.03,-0.98,0.0,0.67,-0.3,1.0
133,34446,0.02,0.03,-1.0,-0.12,0.61,-0.24,1.0
134,34548,0.03,0.04,-0.99,-0.18,0.61,-0.24,1.0
135,34650,0.02,0.04,-0.99,0.0,0.67,-0.3,1.0
136,34717,0.02,0.04,-0.99,0.0,0.67,-0.37,1.0
137,34819,0.04,0.04,-0.99,-0.12,0.61,-0.3,1.0
138,34895,0.03,0.03,-0.99,-0.12,0.67,-0.18,1.0
139,34997,0.03,0.04,-0.99,-0.12,0.67,-0.24,1.0
140,35099,0.02,0.04,-1.01,-0.3,0.61,-0.37,1.0
141,35175,0.03,0.04,-0.99,-0.06,0.49,-0.24,1.0
142,35277,0.02,0.05,-0.99,-0.12,0.61,-0.3,1.0
143,35353,0.03,0.03,-0.99,0.06,0.67,-0.3,1.0
144,35447,0.03,0.04,-0.99,-0.06,0.61,-0.18,1.0
145,35523,0.03,0.04,-0.98,-0.12,0.61,-0.24,1.0
146,35621,0.04,0.04,-0.99,-0.06,0.67,-0.3,1.0
147,35723,0.03,0.05,-0.99,-0.06,0.61,-0.3,1.0
148,35799,0.03,0.04,-0.99,-0.12,0.61,-0.24,1.0
149,35916,0.02,0.04,-0.98,-0.06,0.61,-0.3,1.0
150,35992,0.03,0.04,-1.0,-0.18,0.73,-0.24,1.0
151,36094,0.03,0.04,-0.98,-0.12,0.61,-0.24,1.0
152,36188,0.03,0.04,-0.99,-0.06,0.61,-0.24,1.0
153,36264,0.02,0.03,-1.0,-0.12,0.73,-0.24,1.0
154,36366,0.03,0.04,-0.98,-0.12,0.61,-0.24,1.0
155,36442,0.02,0.03,-1.0,0.0,0.67,-0.3,1.0
156,36544,0.02,0.04,-0.98,-0.12,0.61,-0.3,1.0
157,36646,0.03,0.04,-1.0,-0.12,0.61,-0.18,1.0
158,36722,0.02,0.04,-0.99,0.0,0.67,-0.3,1.0
159,36824,0.03,0.03,-0.99,-0.06,0.61,-0.3,1.0
160,36892,0.02,0.03,-0.99,-0.12,0.61,-0.3,1.0
161,36994,0.03,0.03,-1.0,-0.06,0.61,-0.12,1.0
162,37096,0.03,0.04,-0.97,-0.06,0.61,-0.24,1.0
163,37172,0.02,0.04,-0.99,0.06,0.79,-0.3,1.0
164,37274,0.03,0.03,-0.99,0.0,0.79,-0.24,1.0
165,37350,0.03,0.03,-0.99,-0.06,0.61,-0.24,1.0
166,37452,0.04,0.05,-0.96,-0.06,0.61,-0.12,1.0
167,37553,0.03,0.03,-0.99,-0.06,0.43,-0.18,1.0
168,37621,0.02,0.03,-0.98,-0.18,0.61,-0.24,1.0
169,37723,0.02,0.02,-1.0,-0.12,0.61,-0.43,1.0
170,37799,0.03,0.04,-1.0,-0.18,0.61,-0.18,1.0
171,37900,0.02,0.04,-1.0,0.0,0.67,-0.3,1.0
172,37976,0.02,0.04,-0.99,-0.06,0.49,-0.24,1.0
173,38078,0.02,0.05,-1.0,-0.06,0.61,-0.3,1.0
174,38180,0.03,0.03,-0.99,-0.06,0.61,-0.3,1.0
175,38256,0.03,0.03,-0.99,-0.06,0.61,-0.24,1.0
176,38359,0.02,0.04,-0.99,-0.06,0.61,-0.18,1.0
177,38435,0.03,0.05,-0.99,-0.12,0.61,-0.49,1.0
178,38540,0.03,0.04,-1.0,-0.18,0.61,-0.24,1.0
179,38642,0.03,0.04,-0.99,-0.12,0.61,-0.3,1.0
180,38722,0.02,0.04,-0.98,0.06,0.55,-0.24,1.0
181,38825,0.03,0.05,-0.97,0.06,0.73,-0.37,1.0
182,38905,0.03,0.03,-0.99,-0.06,0.61,-0.3,1.0
183,38999,0.02,0.04,-0.99,-0.06,0.61,-0.24,1.0
184,39104,0.04,0.04,-0.99,-0.06,0.61,-0.12,1.0
185,39184,0.03,0.04,-0.99,0.0,0.73,0.0,1.0
186,39289,0.03,0.04,-1.01,-0.06,0.49,-0.37,1.0
187,39369,0.03,0.04,-1.0,-0.12,0.67,-0.18,1.0
188,39474,0.02,0.04,-0.99,-0.06,0.61,-0.3,1.0
189,39580,0.03,0.03,-0.99,-0.18,0.61,-0.3,1.0
190,39660,0.03,0.04,-0.98,0.0,0.67,-0.3,1.0
191,39756,0.02,0.03,-1.0,-0.12,0.49,-0.24,1.0
192,39836,0.03,0.03,-0.99,-0.12,0.73,-0.24,1.0
193,39942,0.03,0.05,-0.99,-0.06,0.61,-0.18,1.0
194,40022,0.02,0.04,-0.99,0.0,0.67,-0.18,1.0
195,40127,0.02,0.04,-0.98,-0.06,0.49,-0.3,1.0
196,40233,0.03,0.03,-0.99,-0.06,0.49,-0.24,1.0
197,40313,0.01,0.06,-1.04,-0.12,0.61,-0.3,1.0
198,40418,0.03,0.04,-1.0,-0.12,0.61,-0.37,1.0
199,40489,0.03,0.04,-0.97,0.0,0.67,-0.24,1.0
200,40594,0.03,0.03,-0.99,0.0,0.67,-0.18,1.0
201,40700,0.03,0.04,-0.97,0.0,0.67,-0.24,1.0
202,40779,0.03,0.05,-1.0,0.0,0.67,-0.18,1.0
203,40894,0.02,0.04,-1.0,0.0,0.73,-0.3,1.0
204,40973,0.02,0.04,-0.98,-0.18,0.61,-0.24,1.0
205,41079,0.04,0.04,-1.0,-0.06,0.61,-0.24,1.0
206,41248,0.02,0.04,-0.98,-0.12,0.67,-0.18,1.0
207,41328,0.03,0.04,-1.0,0.0,0.55,-0.24,1.0
208,41438,0.03,0.03,-0.99,-0.06,0.61,-0.3,1.0
209,41514,0.03,0.03,-0.97,-0.06,0.61,-0.3,1.0
210,41615,0.02,0.04,-1.0,0.0,0.67,-0.37,1.0
211,41717,0.03,0.04,-1.01,-0.18,0.49,-0.24,1.0
212,41793,0.03,0.04,-1.0,-0.12,0.61,-0.24,1.0
213,41895,0.03,0.04,-0.99,-0.06,0.61,-0.24,1.0
214,41972,0.02,0.03,-1.0,-0.12,0.61,-0.24,1.0
215,42065,0.03,0.04,-0.99,0.06,0.55,-0.3,1.0
216,42142,0.02,0.03,-0.98,-0.12,0.61,-0.24,1.0
217,42244,0.02,0.04,-1.01,0.0,0.55,-0.24,1.0
218,42345,0.03,0.03,-1.01,-0.06,0.61,-0.12,1.0
219,42422,0.02,0.04,-0.99,-0.06,0.49,-0.3,1.0
220,42520,0.04,0.04,-0.99,-0.06,0.61,-0.18,1.0
221,42596,0.03,0.04,-0.98,-0.06,0.61,-0.12,1.0
222,42698,0.03,0.04,-0.99,-0.06,0.61,-0.24,1.0
223,42791,0.03,0.04,-0.99,-0.06,0.61,-0.12,1.0
224,42867,0.03,0.03,-0.99,-0.12,0.61,-0.3,1.0
225,42969,0.03,0.04,-0.98,-0.12,0.61,-0.18,1.0
226,43045,0.02,0.04,-1.0,-0.06,0.61,-0.24,1.0
227,43147,0.02,0.03,-1.0,0.0,0.67,-0.37,1.0
228,43249,0.04,0.05,-0.99,0.0,0.67,-0.37,1.0
229,43325,0.03,0.05,-0.99,-0.06,0.61,-0.24,1.0
230,43427,0.03,0.03,-0.99,0.0,0.73,-0.18,1.0
231,43495,0.03,0.05,-1.0,-0.06,0.61,-0.3,1.0
232,43605,0.04,0.05,-1.0,0.0,0.67,-0.18,1.0
233,43707,0.03,0.04,-0.99,0.0,0.73,-0.24,1.0
234,43783,0.03,0.04,-0.98,0.0,0.55,-0.24,1.0
235,43885,0.02,0.04,-0.97,0.0,0.67,-0.18,1.0
236,43961,0.03,0.04,-1.0,-0.12,0.61,-0.3,1.0
237,44063,0.03,0.04,-0.99,0.0,0.67,-0.18,1.0
238,44165,0.02,0.03,-0.99,0.0,0.67,-0.12,1.0
239,44232,0.03,0.04,-1.02,-0.06,0.61,-0.18,1.0
240,44334,0.03,0.03,-1.0,-0.12,0.61,-0.3,1.0
241,44411,0.04,0.04,-0.99,-0.12,0.49,-0.3,1.0
242,44512,0.02,0.05,-0.99,-0.06,0.73,-0.24,1.0
243,44589,0.02,0.03,-0.99,-0.06,0.61,-0.3,1.0
244,44691,0.02,0.05,-0.98,-0.06,0.61,-0.24,1.0
245,44793,0.03,0.04,-0.98,-0.12,0.61,-0.24,1.0
246,44869,0.01,0.04,-1.0,-0.06,0.43,-0.24,1.0
247,44963,0.02,0.04,-0.99,-0.06,0.61,-0.3,1.0
248,45039,0.03,0.04,-1.0,-0.06,0.49,-0.12,1.0
249,45141,0.03,0.05,-0.99,-0.06,0.67,-0.24,1.0
250,45243,0.04,0.04,-0.98,0.0,0.67,-0.37,1.0
251,45319,0.03,0.04,-0.99,-0.12,0.61,-0.24,1.0
252,45438,0.02,0.04,-0.99,-0.06,0.67,-0.24,1.0
253,45514,0.02,0.04,-0.99,0.0,0.55,-0.24,1.0
254,45607,0.03,0.04,-0.98,0.0,0.67,-0.37,1.0
255,45709,0.03,0.04,-1.0,-0.06,0.61,-0.3,1.0
256,45785,0.03,0.04,-0.98,-0.12,0.61,-0.24,1.0
257,45883,0.02,0.03,-0.98,-0.06,0.67,-0.3,1.0
258,45960,0.02,0.04,-0.98,0.0,0.67,-0.3,1.0
259,46061,0.02,0.04,-0.99,0.0,0.67,-0.37,1.0
260,46163,0.02,0.04,-0.98,-0.06,0.61,-0.3,1.0
261,46239,0.04,0.04,-0.99,0.0,0.55,-0.24,1.0
262,46332,0.03,0.04,-0.99,0.0,0.67,-0.24,1.0
263,46409,0.03,0.03,-0.99,0.0,0.55,-0.12,1.0
264,46510,0.04,0.04,-0.99,-0.06,0.49,-0.24,1.0
265,46587,0.03,0.04,-0.99,-0.06,0.49,-0.24,1.0
266,46689,0.02,0.04,-0.99,0.0,0.67,-0.24,1.0
267,46790,0.04,0.04,-0.99,-0.12,0.61,-0.24,1.0
268,46867,0.02,0.04,-1.0,-0.06,0.61,-0.24,1.0
269,46969,0.02,0.04,-0.99,0.0,0.67,-0.24,1.0
270,47036,0.03,0.04,-0.98,0.0,0.55,-0.18,1.0
271,47138,0.03,0.03,-1.0,0.0,0.73,-0.18,1.0
272,47240,0.04,0.03,-0.99,-0.12,0.73,-0.18,1.0
273,47316,0.03,0.04,-1.0,-0.06,0.67,-0.24,1.0
274,47418,0.03,0.03,-1.0,-0.12,0.67,-0.12,1.0
275,47494,0.04,0.04,-1.0,-0.12,0.61,-0.18,1.0
276,47597,0.03,0.05,-0.98,-0.06,0.61,0.0,1.0
277,47699,0.02,0.04,-0.99,-0.06,0.49,-0.24,1.0
278,47768,0.03,0.04,-0.99,-0.06,0.61,-0.24,1.0
279,47872,0.03,0.04,-0.99,0.06,0.67,-0.24,1.0
280,47950,0.03,0.04,-0.99,-0.06,0.61,-0.24,1.0
281,48055,0.02,0.04,-1.0,-0.12,0.61,-0.18,1.0
282,48160,0.03,0.04,-1.0,-0.06,0.61,-0.3,1.0
283,48240,0.03,0.05,-0.98,-0.12,0.61,-0.24,1.0
284,48346,0.03,0.04,-1.0,0.0,0.55,-0.18,1.0
285,48425,0.03,0.04,-1.0,-0.12,0.61,-0.24,1.0
286,48530,0.03,0.04,-0.97,-0.06,0.61,-0.12,1.0
287,48610,0.02,0.04,-0.99,-0.12,0.61,-0.24,1.0
288,48716,0.02,0.04,-1.0,-0.06,0.43,-0.24,1.0
289,48821,0.02,0.04,-0.99,-0.06,0.61,-0.3,1.0
290,48900,0.03,0.04,-0.97,-0.06,0.49,-0.18,1.0
291,49006,0.02,0.04,-0.98,0.0,0.67,-0.24,1.0
292,49086,0.03,0.04,-0.97,-0.06,0.61,-0.3,1.0
293,49188,0.03,0.04,-1.0,-0.06,0.49,-0.18,1.0
294,49284,0.02,0.05,-0.99,0.0,0.55,-0.18,1.0
295,49364,0.02,0.05,-0.99,-0.24,0.61,-0.3,1.0
296,49470,0.03,0.04,-0.99,-0.18,0.67,-0.3,1.0
297,49550,0.02,0.04,-0.98,-0.06,0.61,-0.24,1.0
298,49655,0.03,0.04,-0.99,-0.06,0.67,-0.18,1.0
299,49760,0.03,0.04,-0.99,-0.06,0.61,-0.24,1.0
300,49840,0.04,0.04,-0.98,-0.18,0.49,-0.18,1.0
301,49946,0.03,0.04,-0.99,0.0,0.55,-0.12,1.0
302,50017,0.02,0.04,-0.99,-0.06,0.49,-0.3,1.0
303,50123,0.02,0.03,-1.01,-0.12,0.61,-0.12,1.0
304,50228,0.02,0.04,-0.99,0.0,0.67,-0.3,1.0
305,50308,0.02,0.04,-0.99,-0.06,0.61,-0.3,1.0
306,50422,0.04,0.04,-0.98,-0.12,0.61,-0.24,1.0
307,50502,0.02,0.04,-1.0,0.0,0.73,-0.24,1.0
308,50607,0.03,0.03,-0.99,0.0,0.67,-0.24,1.0
309,50713,0.03,0.04,-0.99,-0.06,0.61,-0.12,1.0
310,50784,0.03,0.04,-1.0,-0.06,0.61,-0.3,1.0
311,50889,0.03,0.03,-0.97,0.0,0.67,-0.24,1.0
312,50969,0.02,0.04,-0.97,0.0,0.49,-0.18,1.0
313,51074,0.02,0.03,-1.0,-0.12,0.61,-0.3,1.0
314,51154,0.03,0.05,-0.98,-0.18,0.61,-0.24,1.0
315,51335,0.03,0.04,-0.99,-0.06,0.61,-0.18,1.0
316,51446,0.02,0.04,-1.0,-0.06,0.61,-0.18,1.0
317,51513,0.02,0.04,-0.99,-0.12,0.61,-0.24,1.0
318,51616,0.03,0.05,-1.0,0.0,0.73,-0.24,1.0
319,51692,0.02,0.03,-1.01,-0.12,0.61,-0.3,1.0
320,51794,0.03,0.03,-1.0,-0.18,0.61,-0.24,1.0
321,51895,0.03,0.03,-0.98,-0.06,0.49,-0.3,1.0
322,51972,0.03,0.05,-1.0,0.0,0.67,-0.18,1.0
323,52073,0.02,0.03,-0.98,-0.06,0.49,-0.24,1.0
324,52150,0.03,0.04,-0.99,-0.12,0.61,-0.24,1.0
325,52244,0.02,0.04,-0.99,-0.06,0.67,-0.37,1.0
326,52345,0.03,0.04,-0.99,0.0,0.67,-0.3,1.0
327,52422,0.03,0.04,-0.99,-0.06,0.49,-0.24,1.0
328,52523,0.03,0.04,-1.0,-0.12,0.61,-0.37,1.0
329,52600,0.03,0.04,-0.99,-0.12,0.61,-0.37,1.0
330,52698,0.02,0.04,-1.0,0.0,0.73,-0.3,1.0
331,52794,0.03,0.03,-0.99,-0.12,0.61,-0.3,1.0
332,52871,0.02,0.04,-0.99,-0.12,0.61,-0.24,1.0
333,52964,0.03,0.05,-0.98,-0.06,0.61,-0.24,1.0
334,53041,0.03,0.04,-0.99,-0.12,0.61,-0.18,1.0
335,53142,0.03,0.03,-1.0,-0.06,0.61,-0.18,1.0
336,53219,0.02,0.03,-1.0,0.0,0.67,-0.24,1.0
337,53321,0.03,0.05,-0.99,0.0,0.67,-0.18,1.0
338,53422,0.02,0.04,-0.98,-0.06,0.49,-0.24,1.0
339,53498,0.02,0.04,-0.99,-0.06,0.61,-0.3,1.0
340,53600,0.02,0.04,-0.99,-0.06,0.49,-0.18,1.0
341,53668,0.03,0.04,-0.99,-0.12,0.61,-0.3,1.0
342,53778,0.03,0.04,-0.99,-0.12,0.61,0.0,1.0
343,53880,0.03,0.04,-0.98,-0.06,0.61,-0.24,1.0
344,53956,0.03,0.03,-0.98,0.0,0.73,-0.18,1.0
345,54058,0.02,0.04,-0.99,0.0,0.67,-0.18,1.0
346,54135,0.02,0.04,-0.99,-0.18,0.49,-0.3,1.0
347,54236,0.03,0.04,-1.01,-0.06,0.61,-0.18,1.0
348,54338,0.02,0.04,-0.98,0.0,0.67,-0.18,1.0
349,54405,0.03,0.05,-1.0,-0.12,0.61,-0.37,1.0
350,54507,0.03,0.04,-0.98,-0.18,0.61,-0.3,1.0
351,54584,0.03,0.04,-1.0,-0.06,0.67,-0.12,1.0
352,54686,0.03,0.04,-1.0,-0.24,0.61,-0.24,1.0
353,54788,0.02,0.04,-1.0,0.0,0.67,-0.24,1.0
354,54864,0.02,0.04,-1.0,-0.06,0.49,-0.18,1.0
355,54984,0.04,0.05,-1.01,0.0,0.67,-0.3,1.0
356,55061,0.03,0.04,-1.0,0.0,0.67,-0.18,1.0
357,55154,0.02,0.04,-0.99,-0.06,0.67,-0.37,1.0
358,55230,0.03,0.05,-0.99,0.0,0.67,-0.3,1.0
359,55332,0.02,0.04,-0.98,-0.18,0.61,-0.24,1.0
360,55433,0.03,0.04,-1.0,-0.06,0.61,-0.24,1.0
361,55510,0.02,0.03,-0.99,-0.12,0.61,-0.18,1.0
362,55611,0.03,0.04,-0.99,-0.06,0.61,-0.37,1.0
363,55688,0.03,0.04,-0.99,-0.06,0.61,-0.24,1.0
364,55789,0.02,0.03,-0.99,-0.06,0.61,-0.12,1.0
365,55883,0.03,0.04,-0.98,0.0,0.67,-0.18,1.0
366,55959,0.02,0.04,-1.0,0.0,0.67,-0.3,1.0
367,56057,0.04,0.03,-1.0,-0.06,0.61,-0.3,1.0
368,56134,0.03,0.05,-1.0,0.0,0.55,-0.3,1.0
369,56235,0.03,0.03,-0.98,-0.06,0.67,-0.18,1.0
370,56337,0.02,0.04,-0.99,-0.06,0.49,-0.24,1.0
371,56413,0.02,0.04,-0.99,-0.12,0.61,-0.3,1.0
372,56515,0.04,0.05,-0.99,-0.12,0.61,-0.18,1.0
373,56583,0.02,0.04,-1.0,0.0,0.73,-0.24,1.0
374,56684,0.02,0.05,-0.99,0.0,0.67,-0.24,1.0
375,56786,0.03,0.04,-0.99,-0.06,0.61,-0.24,1.0
376,56863,0.03,0.04,-0.97,-0.06,0.67,-0.24,1.0
377,56964,0.02,0.04,-0.98,0.0,0.73,-0.3,1.0
378,57040,0.02,0.03,-0.99,-0.18,0.61,-0.18,1.0
379,57142,0.03,0.03,-0.99,-0.18,0.61,-0.18,1.0
380,57210,0.03,0.03,-0.98,-0.06,0.61,-0.12,1.0
381,57312,0.03,0.05,-0.98,0.0,0.67,-0.18,1.0
382,57414,0.04,0.04,-1.0,0.0,0.67,-0.3,1.0
383,57490,0.03,0.03,-1.02,-0.06,0.61,-0.18,1.0
384,57592,0.02,0.04,-1.0,-0.06,0.49,-0.3,1.0
385,57668,0.03,0.04,-1.0,0.0,0.67,-0.24,1.0
386,57770,0.03,0.05,-1.0,0.0,0.79,-0.24,1.0
387,57872,0.03,0.04,-0.98,-0.12,0.67,-0.24,1.0
388,57940,0.02,0.03,-0.98,0.0,0.67,-0.37,1.0
389,58043,0.03,0.04,-1.0,0.0,0.55,-0.49,1.0
